Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,brand,name,defaultimage,baseprice,shoetype,usagetype
gel-kayano-28,Gel-Kayano 28,<p>Asics Gel-Kayano 28. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,White,Size,US 7,ASICS-GEL-KAYANO-WHITE-US7,500,shopify,100,deny,manual,3680000,4416000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Gel-Kayano 28,FALSE,Gel-Kayano 28 | Asics,Buy Gel-Kayano 28 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Kayano 28,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,3680000,running_shoe,sport
original-fitness,Original Fitness,<p>Fila Original Fitness. Category: Casual.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,White/Navy,Size,US 11,FILA-ORIGINALFI-WHITE/-US11,500,shopify,100,deny,manual,1610000,1932000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Original Fitness,FALSE,Original Fitness | Fila,Buy Original Fitness by Fila. Type: sneaker. Usage: casual.,active,Fila,Original Fitness,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1610000,sneaker,casual
go-walk-5,Go Walk 5,<p>Skechers Go Walk 5. Category: Walking.</p>,Skechers,sneaker,"sneaker, casual, skechers",TRUE,Color,Black,Size,US 8,SKECHERS-GOWALK5-BLACK-US8,500,shopify,100,deny,manual,1380000,1656000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,Go Walk 5,FALSE,Go Walk 5 | Skechers,Buy Go Walk 5 by Skechers. Type: sneaker. Usage: casual.,active,Skechers,Go Walk 5,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1380000,sneaker,casual
free-rn-50,Free RN 5.0,<p>Nike Free RN 5.0. Category: Running.</p>,Nike,running_shoe,"running_shoe, sport, nike",TRUE,Color,Grey,Size,US 10,NIKE-FREERN5.0-GREY-US10,500,shopify,100,deny,manual,2300000,2760000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Free RN 5.0,FALSE,Free RN 5.0 | Nike,Buy Free RN 5.0 by Nike. Type: running_shoe. Usage: sport.,active,Nike,Free RN 5.0,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,2300000,running_shoe,sport
adilette-cloudfoam,Adilette Cloudfoam,<p>Adidas Adilette Cloudfoam. Category: Slides.</p>,Adidas,sneaker,"sneaker, casual, adidas",TRUE,Color,Black,Size,US 6,ADIDAS-ADILETTECL-BLACK-US6,500,shopify,100,deny,manual,805000,966000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Adilette Cloudfoam,FALSE,Adilette Cloudfoam | Adidas,Buy Adilette Cloudfoam by Adidas. Type: sneaker. Usage: casual.,active,Adidas,Adilette Cloudfoam,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,805000,sneaker,casual
nano-9,Nano 9,<p>Reebok Nano 9. Category: Crossfit.</p>,Reebok,sneaker,"sneaker, casual, reebok",TRUE,Color,Black,Size,US 10.5,REEBOK-NANO9-BLACK-US10,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Nano 9,FALSE,Nano 9 | Reebok,Buy Nano 9 by Reebok. Type: sneaker. Usage: casual.,active,Reebok,Nano 9,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,2990000,sneaker,casual
chuck-70,Chuck 70,<p>Converse Chuck 70. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,Pink,Size,US 7.5,CONVERSE-CHUCK70-PINK-US7.,500,shopify,100,deny,manual,1955000,2346000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Chuck 70,FALSE,Chuck 70 | Converse,Buy Chuck 70 by Converse. Type: sneaker. Usage: casual.,active,Converse,Chuck 70,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1955000,sneaker,casual
clyde-all-pro,Clyde All Pro,<p>Puma Clyde All Pro. Category: Basketball.</p>,Puma,basketball_shoe,"basketball_shoe, sport, puma",TRUE,Color,Black/Red,Size,US 9.5,PUMA-CLYDEALLPR-BLACK/-US9.,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Clyde All Pro,FALSE,Clyde All Pro | Puma,Buy Clyde All Pro by Puma. Type: basketball_shoe. Usage: sport.,active,Puma,Clyde All Pro,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,2990000,basketball_shoe,sport
era,Era,<p>Vans Era. Category: Skate.</p>,Vans,sneaker,"sneaker, casual, vans",TRUE,Color,White,Size,US 6.5,VANS-ERA-WHITE-US6.,500,shopify,100,deny,manual,1265000,1518000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Era,FALSE,Era | Vans,Buy Era by Vans. Type: sneaker. Usage: casual.,active,Vans,Era,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1265000,sneaker,casual
fresh-foam-more-v2,Fresh Foam More v2,<p>New Balance Fresh Foam More v2. Category: Running.</p>,New Balance,running_shoe,"running_shoe, sport, new balance",TRUE,Color,Black/Grey,Size,US 12,NEWBALAN-FRESHFOAMM-BLACK/-US12,500,shopify,100,deny,manual,3795000,4554000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Fresh Foam More v2,FALSE,Fresh Foam More v2 | New Balance,Buy Fresh Foam More v2 by New Balance. Type: running_shoe. Usage: sport.,active,New Balance,Fresh Foam More v2,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,3795000,running_shoe,sport
gt-2000-10,GT-2000 10,<p>Asics GT-2000 10. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Blue,Size,US 7,ASICS-GT-200010-BLUE-US7,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,GT-2000 10,FALSE,GT-2000 10 | Asics,Buy GT-2000 10 by Asics. Type: running_shoe. Usage: sport.,active,Asics,GT-2000 10,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,2760000,running_shoe,sport
mindblower,Mindblower,<p>Fila Mindblower. Category: Casual.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,White/Blue,Size,US 9.5,FILA-MINDBLOWER-WHITE/-US9.,500,shopify,100,deny,manual,1725000,2070000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Mindblower,FALSE,Mindblower | Fila,Buy Mindblower by Fila. Type: sneaker. Usage: casual.,active,Fila,Mindblower,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1725000,sneaker,casual
dynamight-20,Dynamight 2.0,<p>Skechers Dynamight 2.0. Category: Training.</p>,Skechers,training_shoe,"training_shoe, sport, skechers",TRUE,Color,Black,Size,US 9,SKECHERS-DYNAMIGHT2-BLACK-US9,500,shopify,100,deny,manual,1150000,1380000,TRUE,TRUE,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,1,Dynamight 2.0,FALSE,Dynamight 2.0 | Skechers,Buy Dynamight 2.0 by Skechers. Type: training_shoe. Usage: sport.,active,Skechers,Dynamight 2.0,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,1150000,training_shoe,sport
nmdr1,NMD_R1,<p>Adidas NMD_R1. Category: Lifestyle.</p>,Adidas,sneaker,"sneaker, casual, adidas",TRUE,Color,Pink,Size,US 7,ADIDAS-NMD_R1-PINK-US7,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,NMD_R1,FALSE,NMD_R1 | Adidas,Buy NMD_R1 by Adidas. Type: sneaker. Usage: casual.,active,Adidas,NMD_R1,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,2990000,sneaker,casual
nano-x1,Nano X1,<p>Reebok Nano X1. Category: Training.</p>,Reebok,training_shoe,"training_shoe, sport, reebok",TRUE,Color,Black,Size,US 9,REEBOK-NANOX1-BLACK-US9,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Nano X1,FALSE,Nano X1 | Reebok,Buy Nano X1 by Reebok. Type: training_shoe. Usage: sport.,active,Reebok,Nano X1,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,2990000,training_shoe,sport
chuck-70,Chuck 70,<p>Converse Chuck 70. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,Yellow,Size,US 8.5,CONVERSE-CHUCK70-YELLOW-US8.,500,shopify,100,deny,manual,1955000,2346000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Chuck 70,FALSE,Chuck 70 | Converse,Buy Chuck 70 by Converse. Type: sneaker. Usage: casual.,active,Converse,Chuck 70,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1955000,sneaker,casual
clyde-all-pro,Clyde All-Pro,<p>Puma Clyde All-Pro. Category: Basketball.</p>,Puma,basketball_shoe,"basketball_shoe, sport, puma",TRUE,Color,Red,Size,US 10,PUMA-CLYDEALL-P-RED-US10,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,Clyde All-Pro,FALSE,Clyde All-Pro | Puma,Buy Clyde All-Pro by Puma. Type: basketball_shoe. Usage: sport.,active,Puma,Clyde All-Pro,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,2990000,basketball_shoe,sport
sk8-hi,Sk8-Hi,<p>Vans Sk8-Hi. Category: Skate.</p>,Vans,sneaker,"sneaker, casual, vans",TRUE,Color,Black,Size,US 7,VANS-SK8-HI-BLACK-US7,500,shopify,100,deny,manual,1610000,1932000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Sk8-Hi,FALSE,Sk8-Hi | Vans,Buy Sk8-Hi by Vans. Type: sneaker. Usage: casual.,active,Vans,Sk8-Hi,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1610000,sneaker,casual
fresh-foam-1080v11,Fresh Foam 1080v11,<p>New Balance Fresh Foam 1080v11. Category: Running.</p>,New Balance,running_shoe,"running_shoe, sport, new balance",TRUE,Color,Green,Size,US 8,NEWBALAN-FRESHFOAM1-GREEN-US8,500,shopify,100,deny,manual,3450000,4140000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Fresh Foam 1080v11,FALSE,Fresh Foam 1080v11 | New Balance,Buy Fresh Foam 1080v11 by New Balance. Type: running_shoe. Usage: sport.,active,New Balance,Fresh Foam 1080v11,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,3450000,running_shoe,sport
gel-quantum-360,Gel-Quantum 360,<p>Asics Gel-Quantum 360. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Blue,Size,US 11,ASICS-GEL-QUANTU-BLUE-US11,500,shopify,100,deny,manual,3910000,4692000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Gel-Quantum 360,FALSE,Gel-Quantum 360 | Asics,Buy Gel-Quantum 360 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Quantum 360,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,3910000,running_shoe,sport
d-formation,D-Formation,<p>Fila D-Formation. Category: Casual.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,White,Size,US 8.5,FILA-D-FORMATIO-WHITE-US8.,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,D-Formation,FALSE,D-Formation | Fila,Buy D-Formation by Fila. Type: sneaker. Usage: casual.,active,Fila,D-Formation,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1495000,sneaker,casual
max-cushioning,Max Cushioning,<p>Skechers Max Cushioning. Category: Running.</p>,Skechers,running_shoe,"running_shoe, sport, skechers",TRUE,Color,Black,Size,US 8.5,SKECHERS-MAXCUSHION-BLACK-US8.,500,shopify,100,deny,manual,2070000,2484000,TRUE,TRUE,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,1,Max Cushioning,FALSE,Max Cushioning | Skechers,Buy Max Cushioning by Skechers. Type: running_shoe. Usage: sport.,active,Skechers,Max Cushioning,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,2070000,running_shoe,sport
air-max-90,Air Max 90,<p>Nike Air Max 90. Category: Lifestyle.</p>,Nike,sneaker,"sneaker, casual, nike",TRUE,Color,Grey,Size,US 6,NIKE-AIRMAX90-GREY-US6,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,Air Max 90,FALSE,Air Max 90 | Nike,Buy Air Max 90 by Nike. Type: sneaker. Usage: casual.,active,Nike,Air Max 90,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,2760000,sneaker,casual
yeezy-boost-350,Yeezy Boost 350,<p>Adidas Yeezy Boost 350. Category: Lifestyle.</p>,Adidas,sneaker,"sneaker, casual, adidas",TRUE,Color,Black,Size,US 10,ADIDAS-YEEZYBOOST-BLACK-US10,500,shopify,100,deny,manual,5060000,6072000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Yeezy Boost 350,FALSE,Yeezy Boost 350 | Adidas,Buy Yeezy Boost 350 by Adidas. Type: sneaker. Usage: casual.,active,Adidas,Yeezy Boost 350,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,5060000,sneaker,casual
classic-nylon,Classic Nylon,<p>Reebok Classic Nylon. Category: Casual.</p>,Reebok,sneaker,"sneaker, casual, reebok",TRUE,Color,Pink,Size,US 7.5,REEBOK-CLASSICNYL-PINK-US7.,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Classic Nylon,FALSE,Classic Nylon | Reebok,Buy Classic Nylon by Reebok. Type: sneaker. Usage: casual.,active,Reebok,Classic Nylon,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1495000,sneaker,casual
jack-purcell,Jack Purcell,<p>Converse Jack Purcell. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,White,Size,US 9,CONVERSE-JACKPURCEL-WHITE-US9,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Jack Purcell,FALSE,Jack Purcell | Converse,Buy Jack Purcell by Converse. Type: sneaker. Usage: casual.,active,Converse,Jack Purcell,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1495000,sneaker,casual
calibrate-runner,Calibrate Runner,<p>Puma Calibrate Runner. Category: Running.</p>,Puma,running_shoe,"running_shoe, sport, puma",TRUE,Color,Grey,Size,US 9,PUMA-CALIBRATER-GREY-US9,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Calibrate Runner,FALSE,Calibrate Runner | Puma,Buy Calibrate Runner by Puma. Type: running_shoe. Usage: sport.,active,Puma,Calibrate Runner,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,2760000,running_shoe,sport
era,Era,<p>Vans Era. Category: Skate.</p>,Vans,sneaker,"sneaker, casual, vans",TRUE,Color,Red,Size,US 9.5,VANS-ERA-RED-US9.,500,shopify,100,deny,manual,1150000,1380000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Era,FALSE,Era | Vans,Buy Era by Vans. Type: sneaker. Usage: casual.,active,Vans,Era,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1150000,sneaker,casual
fuelcell-echo,FuelCell Echo,<p>New Balance FuelCell Echo. Category: Running.</p>,New Balance,running_shoe,"running_shoe, sport, new balance",TRUE,Color,Pink,Size,US 7,NEWBALAN-FUELCELLEC-PINK-US7,500,shopify,100,deny,manual,2300000,2760000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,FuelCell Echo,FALSE,FuelCell Echo | New Balance,Buy FuelCell Echo by New Balance. Type: running_shoe. Usage: sport.,active,New Balance,FuelCell Echo,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,2300000,running_shoe,sport
gt-2000-9,GT-2000 9,<p>Asics GT-2000 9. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Black,Size,US 10.5,ASICS-GT-20009-BLACK-US10,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,1,GT-2000 9,FALSE,GT-2000 9 | Asics,Buy GT-2000 9 by Asics. Type: running_shoe. Usage: sport.,active,Asics,GT-2000 9,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,2760000,running_shoe,sport
original-fitness,Original Fitness,<p>Fila Original Fitness. Category: Casual.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,White,Size,US 7,FILA-ORIGINALFI-WHITE-US7,500,shopify,100,deny,manual,1380000,1656000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Original Fitness,FALSE,Original Fitness | Fila,Buy Original Fitness by Fila. Type: sneaker. Usage: casual.,active,Fila,Original Fitness,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1380000,sneaker,casual
elite-flex,Elite Flex,<p>Skechers Elite Flex. Category: Walking.</p>,Skechers,sneaker,"sneaker, casual, skechers",TRUE,Color,Navy,Size,US 10,SKECHERS-ELITEFLEX-NAVY-US10,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Elite Flex,FALSE,Elite Flex | Skechers,Buy Elite Flex by Skechers. Type: sneaker. Usage: casual.,active,Skechers,Elite Flex,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1495000,sneaker,casual
blazer-low,Blazer Low,<p>Nike Blazer Low. Category: Lifestyle.</p>,Nike,sneaker,"sneaker, casual, nike",TRUE,Color,White,Size,US 7.5,NIKE-BLAZERLOW-WHITE-US7.,500,shopify,100,deny,manual,1955000,2346000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Blazer Low,FALSE,Blazer Low | Nike,Buy Blazer Low by Nike. Type: sneaker. Usage: casual.,active,Nike,Blazer Low,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1955000,sneaker,casual
nmdr1,NMD_R1,<p>Adidas NMD_R1. Category: Lifestyle.</p>,Adidas,sneaker,"sneaker, casual, adidas",TRUE,Color,Black,Size,US 8.5,ADIDAS-NMD_R1-BLACK-US8.,500,shopify,100,deny,manual,3220000,3864000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,NMD_R1,FALSE,NMD_R1 | Adidas,Buy NMD_R1 by Adidas. Type: sneaker. Usage: casual.,active,Adidas,NMD_R1,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,3220000,sneaker,casual
nano-x1,Nano X1,<p>Reebok Nano X1. Category: Training.</p>,Reebok,training_shoe,"training_shoe, sport, reebok",TRUE,Color,Grey,Size,US 7.5,REEBOK-NANOX1-GREY-US7.,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Nano X1,FALSE,Nano X1 | Reebok,Buy Nano X1 by Reebok. Type: training_shoe. Usage: sport.,active,Reebok,Nano X1,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,2990000,training_shoe,sport
clyde-all-pro,Clyde All-Pro,<p>Puma Clyde All-Pro. Category: Basketball.</p>,Puma,basketball_shoe,"basketball_shoe, sport, puma",TRUE,Color,Red/White,Size,US 11,PUMA-CLYDEALL-P-RED/WH-US11,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,Clyde All-Pro,FALSE,Clyde All-Pro | Puma,Buy Clyde All-Pro by Puma. Type: basketball_shoe. Usage: sport.,active,Puma,Clyde All-Pro,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,2760000,basketball_shoe,sport
sk8-hi,SK8-Hi,<p>Vans SK8-Hi. Category: Skate.</p>,Vans,sneaker,"sneaker, casual, vans",TRUE,Color,Black,Size,US 6,VANS-SK8-HI-BLACK-US6,500,shopify,100,deny,manual,1610000,1932000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,SK8-Hi,FALSE,SK8-Hi | Vans,Buy SK8-Hi by Vans. Type: sneaker. Usage: casual.,active,Vans,SK8-Hi,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1610000,sneaker,casual
574,574,<p>New Balance 574. Category: Casual.</p>,New Balance,sneaker,"sneaker, casual, new balance",TRUE,Color,Navy,Size,US 10,NEWBALAN-574-NAVY-US10,500,shopify,100,deny,manual,1840000,2208000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,574,FALSE,574 | New Balance,Buy 574 by New Balance. Type: sneaker. Usage: casual.,active,New Balance,574,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1840000,sneaker,casual
gel-lyte-iii-ns,Gel-Lyte III NS,<p>Asics Gel-Lyte III NS. Category: Casual.</p>,Asics,sneaker,"sneaker, casual, asics",TRUE,Color,Pink,Size,US 8,ASICS-GEL-LYTEII-PINK-US8,500,shopify,100,deny,manual,2300000,2760000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Gel-Lyte III NS,FALSE,Gel-Lyte III NS | Asics,Buy Gel-Lyte III NS by Asics. Type: sneaker. Usage: casual.,active,Asics,Gel-Lyte III NS,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,2300000,sneaker,casual
mindblower,Mindblower,<p>Fila Mindblower. Category: Fashion.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,White,Size,US 9.5,FILA-MINDBLOWER-WHITE-US9.,500,shopify,100,deny,manual,1725000,2070000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Mindblower,FALSE,Mindblower | Fila,Buy Mindblower by Fila. Type: sneaker. Usage: casual.,active,Fila,Mindblower,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1725000,sneaker,casual
max-cushioning,Max Cushioning,<p>Skechers Max Cushioning. Category: Running.</p>,Skechers,running_shoe,"running_shoe, sport, skechers",TRUE,Color,Black,Size,US 7,SKECHERS-MAXCUSHION-BLACK-US7,500,shopify,100,deny,manual,1725000,2070000,TRUE,TRUE,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,1,Max Cushioning,FALSE,Max Cushioning | Skechers,Buy Max Cushioning by Skechers. Type: running_shoe. Usage: sport.,active,Skechers,Max Cushioning,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,1725000,running_shoe,sport
react-infinity-run-flyknit-2,React Infinity Run Flyknit 2,<p>Nike React Infinity Run Flyknit 2. Category: Running.</p>,Nike,running_shoe,"running_shoe, sport, nike",TRUE,Color,Blue,Size,US 9.5,NIKE-REACTINFIN-BLUE-US9.,500,shopify,100,deny,manual,3680000,4416000,TRUE,TRUE,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,1,React Infinity Run Flyknit 2,FALSE,React Infinity Run Flyknit 2 | Nike,Buy React Infinity Run Flyknit 2 by Nike. Type: running_shoe. Usage: sport.,active,Nike,React Infinity Run Flyknit 2,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,3680000,running_shoe,sport
harden-stepback,Harden Stepback,<p>Adidas Harden Stepback. Category: Basketball.</p>,Adidas,basketball_shoe,"basketball_shoe, sport, adidas",TRUE,Color,Grey,Size,US 12,ADIDAS-HARDENSTEP-GREY-US12,500,shopify,100,deny,manual,1840000,2208000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Harden Stepback,FALSE,Harden Stepback | Adidas,Buy Harden Stepback by Adidas. Type: basketball_shoe. Usage: sport.,active,Adidas,Harden Stepback,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1840000,basketball_shoe,sport
